Country Name,Confirmed Count,Confirmed Increment,Recovered Count,Recovered Increment,Deceased Count,Deceased Increment
United States of America,13,1,0,0,0,0
Italy,3,0,0,0,0,0
Germany,14,0,0,0,0,0
Spain,2,0,0,0,0,0
The United Kingdom,8,4,0,0,0,0
France,11,0,0,0,0,0
Belgium,1,0,0,0,0,0
Canada,7,0,0,0,0,0
Sweden,1,0,0,0,0,0
Russian Federation,2,0,0,0,0,0
Australia,15,0,0,0,0,0
India,3,0,0,0,0,0
Japan,26,0,0,0,0,0
Philippines,2,0,0,0,1,0
Republic of Korea,28,1,0,0,0,0
Malaysia,18,0,0,0,0,0
Finland,1,0,0,0,0,0
China,38800,1174,4742,744,1114,97
United Arab Emirates,8,1,0,0,0,0
Thailand,33,1,0,0,0,0
Singapore,45,2,0,0,0,0
Vietnam,15,1,0,0,0,0
Sri Lanka,1,0,0,0,0,0
International conveyance (Diamond Princess),135,65,0,0,0,0
Cambodia,1,0,0,0,0,0
Nepal,1,0,0,0,0,0
