Country Name,Confirmed Count,Confirmed Increment,Recovered Count,Recovered Increment,Deceased Count,Deceased Increment
United States of America,118116,18909,991,122,2010,429
Italy,70065,3651,12384,1434,10023,889
Germany,45492,8221,6932,1254,378,116
Spain,54273,2087,12285,5270,5690,832
The United Kingdom,15935,2250,135,0,1019,260
France,29561,4292,5700,0,2314,319
Turkey,7224,1660,70,28,108,16
Iran (Islamic Republic of),21212,2391,11679,546,2517,139
Belgium,8431,1786,350,0,353,64
Canada,5030,652,345,143,59,6
Netherlands,6169,-1888,2954,2954,639,93
Brazil,3325,487,0,0,92,15
Switzerland,11448,-199,1530,1527,235,74
Portugal,4170,0,22,0,76,0
Austria,7404,72,225,216,68,10
Israel,3518,572,89,10,12,2
Sweden,3328,391,17,0,102,10
Russian Federation,1211,223,49,4,4,1
Norway,3959,257,0,0,22,3
Australia,3502,649,119,0,14,1
Ireland,2379,280,0,0,36,14
Czechia,2600,341,11,0,11,2
India,819,178,80,14,19,2
Poland,1607,415,13,0,18,2
Chile,1860,575,43,26,6,2
Japan,1298,205,372,13,54,3
Denmark,2135,142,1,0,65,13
Ecuador,1559,211,0,0,36,2
Romania,1153,0,115,0,24,0
Pakistan,1458,194,25,2,12,3
Philippines,972,254,35,4,68,14
Republic of Korea,4523,-142,4811,283,144,5
Luxembourg,1813,223,0,0,18,3
Mexico,704,128,1,0,12,4
Malaysia,1973,97,320,61,27,1
Indonesia,1018,68,35,26,102,15
Serbia,649,121,0,0,10,2
Finland,1144,136,10,0,9,2
China,3435,-355,75600,478,3306,5
United Arab Emirates,411,63,55,0,2,0
Saudi Arabia,1162,90,37,8,4,1
Panama,772,106,0,0,14,6
Qatar,544,25,45,2,1,1
Dominican Republic,561,83,0,0,20,10
Greece,1010,91,19,0,32,4
Colombia,592,69,10,0,6,0
South Africa,1184,16,1,0,2,1
Peru,641,31,14,0,16,5
Thailand,1142,108,97,0,6,1
Argentina,672,96,1,0,17,5
Ukraine,342,130,5,4,9,4
Algeria,354,-17,29,17,26,0
Iceland,864,58,97,15,2,0
Singapore,617,59,183,11,2,0
Egypt,419,29,121,5,36,6
Croatia,546,0,37,0,3,0
Estonia,619,56,20,9,1,0
Republic of Moldova,187,0,10,0,2,0
Morocco,324,13,11,0,24,1
Slovenia,623,0,0,0,9,0
Lithuania,374,22,1,0,7,2
Belarus,72,8,22,0,0,0
Armenia,343,33,28,10,1,0
Hungary,298,42,34,0,11,1
New Zealand,401,100,50,13,0,0
Iraq,333,37,131,9,42,2
Azerbaijan,163,16,15,0,4,1
Kazakhstan,199,59,4,0,1,0
Kuwait,171,3,64,7,0,0
Bosnia and Herzegovina,224,3,5,0,4,0
Cameroon,95,11,2,0,2,0
Tunisia,221,0,0,0,6,0
Slovakia,288,26,7,0,0,0
Bulgaria,307,20,3,0,3,0
Latvia,305,25,0,0,0,0
North Macedonia,215,18,1,0,3,0
Uzbekstan,102,19,0,0,2,2
Puerto Rico,62,0,0,0,2,0
Andorra,300,41,5,4,3,0
Cyprus,174,17,0,0,5,0
Lebanon,377,15,27,4,8,2
Costa Rica,293,32,0,0,2,0
Afghanistan,115,7,0,0,2,0
Bahrain,215,-20,254,27,4,0
Réunion,135,0,0,0,0,0
Cuba,78,12,0,0,2,1
Cote d Ivoire,98,0,3,0,0,0
Oman,129,21,23,0,0,0
Uruguay,232,0,6,0,0,0
Malta,139,5,0,0,0,0
Ghana,134,3,2,0,5,1
Honduras,67,0,0,0,1,0
Mauritius,100,8,0,0,2,0
San Marino,219,24,2,0,21,0
Burkina Faso,175,16,21,9,11,2
occupied Palestinian territory,79,12,17,1,1,0
Montenegro,74,0,0,0,1,0
Albania,177,9,10,0,10,2
Niger,9,0,0,0,1,0
Jordan,227,9,18,1,1,1
Nigeria,85,19,3,0,1,0
