Country Name,Confirmed Count,Confirmed Increment,Recovered Count,Recovered Increment,Deceased Count,Deceased Increment
United States of America,200181,24636,8434,1524,4757,947
Italy,80572,2937,16847,1118,13155,727
Germany,58153,5304,8481,0,732,149
Spain,70436,-1083,22647,7938,9053,864
The United Kingdom,26987,3761,135,0,2352,563
France,42022,2861,10935,1491,4032,509
Turkey,15069,1995,333,90,277,63
Iran (Islamic Republic of),29084,2032,15473,817,3036,138
Belgium,11004,630,2132,436,828,123
Canada,8017,1119,1592,0,111,10
Netherlands,9487,885,2954,0,1173,134
Brazil,6595,1079,0,0,241,40
Switzerland,14938,958,1823,0,378,5
Portugal,8042,781,22,0,187,27
Austria,8900,152,1436,341,146,18
Israel,5840,726,226,2,26,6
Sweden,4691,826,17,0,239,93
Russian Federation,2563,364,190,69,24,7
Norway,4804,227,0,0,44,6
Australia,4836,268,119,0,21,1
Ireland,3362,198,0,0,85,14
Czechia,3408,227,61,16,39,8
India,1649,411,144,20,41,6
Poland,2498,233,13,0,43,10
Chile,2781,211,234,78,16,4
Japan,2022,275,404,0,68,2
Denmark,2109,-660,894,893,104,14
Ecuador,2655,753,0,0,93,33
Romania,1956,0,220,0,69,0
Pakistan,2122,266,85,27,31,5
Philippines,2165,218,50,1,96,8
Republic of Korea,4155,-159,5567,159,165,0
Luxembourg,2290,135,0,0,29,6
Mexico,1340,155,1,0,37,8
Malaysia,2218,32,645,108,45,2
Indonesia,1456,128,64,0,157,21
Serbia,1037,160,0,0,23,0
Finland,1419,62,10,0,17,0
China,2787,-108,76610,195,3327,6
United Arab Emirates,745,148,61,0,8,2
Saudi Arabia,1440,52,264,99,16,6
Panama,961,0,4,0,24,0
Qatar,762,45,71,9,2,0
Dominican Republic,1058,199,0,0,51,9
Greece,1346,100,19,0,50,1
Colombia,859,0,31,0,16,0
South Africa,1374,27,1,0,5,0
Peru,641,0,394,0,30,0
Thailand,1632,118,127,0,12,2
Argentina,861,74,240,0,32,5
Ukraine,761,143,13,3,20,3
Algeria,731,105,58,12,58,14
Iceland,982,47,236,38,2,0
Singapore,814,74,183,0,3,0
Egypt,548,34,179,29,52,6
Croatia,794,0,67,0,6,0
Estonia,754,33,20,0,5,1
Republic of Moldova,396,69,22,0,5,1
Morocco,586,29,29,5,39,3
Slovenia,799,12,0,0,15,0
Lithuania,572,48,1,0,8,0
Belarus,108,4,47,0,2,1
Armenia,537,38,31,1,3,0
Hungary,465,26,40,3,20,4
New Zealand,596,0,50,0,1,0
Iraq,494,20,182,12,52,2
Azerbaijan,328,61,26,0,5,0
Kazakhstan,322,8,24,0,2,0
Kuwait,244,28,73,0,0,0
Bosnia and Herzegovina,384,4,17,0,12,0
Cameroon,224,40,3,0,6,0
Tunisia,411,27,0,0,12,2
Slovakia,396,37,3,0,1,0
Bulgaria,411,23,3,0,8,0
Latvia,446,48,0,0,0,0
North Macedonia,319,-2,1,0,9,2
Uzbekstan,164,6,7,0,2,0
Puerto Rico,231,63,0,0,8,2
Andorra,365,11,11,1,14,2
Cyprus,311,56,0,0,9,2
Lebanon,430,14,37,2,12,0
Costa Rica,345,0,0,0,2,0
Afghanistan,234,64,0,0,5,1
Bahrain,249,-19,316,21,4,0
Réunion,247,40,0,0,0,0
Cuba,180,14,0,0,6,2
Cote d Ivoire,180,9,9,2,1,0
Oman,175,25,34,5,1,1
Uruguay,296,0,41,0,1,0
Malta,169,0,0,0,0,0
Ghana,187,34,3,0,5,0
Honduras,136,0,0,0,3,0
Mauritius,155,17,0,0,6,1
San Marino,214,-1,2,0,26,1
Burkina Faso,220,5,46,14,16,2
occupied Palestinian territory,115,17,18,0,1,0
Montenegro,107,-1,0,0,2,1
Albania,234,16,10,0,15,0
Niger,31,14,0,0,3,0
Jordan,237,-2,36,6,5,0
Nigeria,163,35,9,0,2,0
Kyrgyzstan,111,4,0,0,0,0
Faroe Islands,169,1,0,0,0,0
Bolivia (Plurinational State of),101,9,0,0,6,1
Mayotte,101,19,0,0,0,0
Kenya,77,20,3,2,1,0
Venezuela,132,0,0,0,3,0
