Country Name,Confirmed Count,Confirmed Increment,Recovered Count,Recovered Increment,Deceased Count,Deceased Increment
United States of America,259817,32476,9772,781,7406,1556
Italy,85842,2319,19758,1480,14681,766
Germany,70198,6029,8481,0,1017,145
Spain,76262,2770,30513,3770,10935,932
The United Kingdom,33583,2921,135,0,4450,1529
France,47407,5233,12428,0,4503,0
Turkey,20012,2648,484,69,425,69
Iran (Islamic Republic of),31954,1357,17935,1224,3294,134
Belgium,12755,550,2872,740,1143,132
Canada,10717,1165,1592,0,187,48
Netherlands,11282,878,2954,0,1487,148
Brazil,7611,0,0,0,299,0
Switzerland,13441,-2571,5657,3834,604,172
Portugal,9618,815,22,0,246,37
Austria,9476,416,1749,0,158,0
Israel,7053,570,338,0,37,1
Sweden,5754,513,17,0,307,0
Russian Federation,3834,551,281,46,34,4
Norway,5308,231,0,0,48,0
Australia,5307,227,119,0,28,3
Ireland,4153,402,0,0,120,22
Czechia,3980,233,67,0,44,0
India,2322,462,163,7,62,9
Poland,3299,423,13,0,71,14
Chile,3380,599,335,101,22,6
Japan,2648,597,404,0,77,6
Denmark,2724,355,894,0,139,16
Ecuador,3017,415,0,0,146,0
Romania,2869,714,220,0,94,9
Pakistan,2316,38,107,0,35,1
Philippines,2830,355,52,1,136,29
Republic of Korea,3654,-325,6325,497,177,8
Luxembourg,2407,-50,174,174,31,1
Mexico,1627,287,1,0,60,23
Malaysia,2453,154,827,60,53,3
Indonesia,1741,185,64,0,181,11
Serbia,1445,291,0,0,31,0
Finland,1585,96,10,0,20,1
China,2556,-130,76984,199,3335,4
United Arab Emirates,1160,240,96,0,8,0
Saudi Arabia,1536,0,328,0,21,0
Panama,1281,134,4,0,32,2
Qatar,998,126,72,0,5,0
Dominican Republic,1320,93,0,0,60,3
Greece,1535,20,19,0,59,9
Colombia,1211,100,31,0,25,6
South Africa,1455,43,45,0,5,0
Peru,822,0,537,0,55,0
Thailand,1378,23,581,76,19,4
Argentina,1071,210,240,0,42,10
Ukraine,1030,174,19,0,23,1
Algeria,1004,159,62,4,105,22
Iceland,1024,-7,336,52,4,0
Singapore,843,63,266,0,5,2
Egypt,726,120,201,0,58,0
Croatia,984,68,88,0,7,0
Estonia,901,74,48,28,12,1
Republic of Moldova,561,84,22,0,8,2
Morocco,686,53,57,26,48,4
Slovenia,918,92,0,0,16,1
Lithuania,686,47,1,0,9,0
Belarus,301,97,46,0,4,0
