Country Name,Confirmed Count,Confirmed Increment,Recovered Count,Recovered Increment,Deceased Count,Deceased Increment
United States of America,175545,23343,6910,2045,3810,857
Italy,77635,2107,15729,1109,12428,837
Germany,52849,3703,8481,0,583,109
Spain,71519,8373,14709,0,8189,849
The United Kingdom,23226,2628,135,0,1789,381
France,39161,5559,9444,1520,3523,499
Turkey,13074,4039,243,138,214,83
Iran (Islamic Republic of),27052,588,14656,2265,2898,258
Belgium,10374,515,1696,169,705,192
Canada,6898,-125,1592,1247,101,21
Netherlands,8602,670,2954,0,1039,175
Brazil,5516,1096,0,0,201,42
Switzerland,13980,1304,1823,0,373,73
Portugal,7261,1015,22,0,160,20
Austria,8748,125,1095,449,128,20
Israel,5114,596,224,63,20,4
Sweden,3865,0,17,0,146,0
Russian Federation,2199,439,121,55,17,7
Norway,4577,158,0,0,38,6
Australia,4568,458,119,0,20,4
Ireland,3164,308,0,0,71,17
Czechia,3181,253,45,20,31,8
India,1238,120,124,23,35,3
Poland,2265,254,13,0,33,2
Chile,2570,513,156,81,12,5
Japan,1747,265,404,0,66,8
Denmark,2769,270,1,0,90,13
Ecuador,1902,69,0,0,60,3
Romania,1956,260,220,14,69,19
Pakistan,1856,277,58,30,26,8
Philippines,1947,521,49,7,88,10
Republic of Korea,4314,39,5408,180,165,7
Luxembourg,2155,189,0,0,23,1
Mexico,1185,213,1,0,29,9
Malaysia,2186,-18,537,149,43,9
Indonesia,1328,100,64,0,136,14
Serbia,877,58,0,0,23,7
Finland,1357,67,10,0,17,4
China,2895,-111,76415,190,3321,7
United Arab Emirates,597,52,61,0,6,1
Saudi Arabia,1388,58,165,50,10,2
Panama,961,0,4,0,24,0
Qatar,717,77,62,11,2,0
Dominican Republic,859,298,0,0,42,22
Greece,1246,96,19,0,49,6
Colombia,859,83,31,21,16,4
South Africa,1347,25,1,0,5,2
Peru,641,-271,394,380,30,6
Thailand,1514,126,127,0,10,1
Argentina,787,48,240,239,27,-53
Ukraine,618,91,10,2,17,4
Algeria,626,114,46,9,44,9
Iceland,935,8,198,41,2,0
Singapore,740,47,183,0,3,0
Egypt,514,49,150,0,46,5
Croatia,794,74,67,3,6,0
Estonia,721,29,20,0,4,1
Republic of Moldova,327,41,22,12,4,2
Morocco,557,48,24,10,36,3
Slovenia,787,42,0,0,15,4
Lithuania,524,48,1,0,8,1
Belarus,104,-1,47,0,1,1
Armenia,499,50,30,0,3,0
Hungary,439,41,37,3,16,1
New Zealand,596,58,50,0,1,0
Iraq,474,42,170,18,50,4
Azerbaijan,267,24,26,0,5,1
Kazakhstan,314,34,24,3,2,1
Kuwait,216,22,73,1,0,0
Bosnia and Herzegovina,380,48,17,0,12,3
Cameroon,184,47,3,0,6,4
Tunisia,384,32,0,0,10,0
Slovakia,359,30,3,-4,1,1
Bulgaria,388,53,3,0,8,0
Latvia,398,22,0,0,0,0
North Macedonia,321,69,1,0,7,1
Uzbekstan,158,18,7,0,2,0
Puerto Rico,168,106,0,0,6,4
Andorra,354,2,10,0,12,4
Cyprus,255,31,0,0,7,1
Lebanon,416,13,35,3,12,1
Costa Rica,345,52,0,0,2,0
Afghanistan,170,29,0,0,4,0
Bahrain,268,36,295,16,4,0
Réunion,207,0,0,0,0,0
Cuba,166,50,0,0,4,1
Cote d Ivoire,171,10,7,1,1,0
Oman,150,0,29,0,0,0
Uruguay,296,-6,41,35,1,0
Malta,169,18,0,0,0,0
Ghana,153,8,3,1,5,0
Honduras,136,0,0,0,3,0
Mauritius,138,10,0,0,5,2
San Marino,215,-1,2,0,25,1
Burkina Faso,215,12,32,1,14,2
occupied Palestinian territory,98,2,18,0,1,0
Montenegro,108,18,0,0,1,0
Albania,218,15,10,0,15,5
