Country Name,Confirmed Count,Confirmed Increment,Recovered Count,Recovered Increment,Deceased Count,Deceased Increment
United States of America,285791,25974,14652,4880,8407,1001
Italy,88658,2816,20996,1238,15362,681
Germany,76139,5941,8481,0,1158,141
Spain,78773,2511,34219,3706,11744,809
The United Kingdom,37455,3872,135,0,4313,-137
France,45607,-1800,15438,3010,7560,3057
Turkey,22647,2635,786,302,501,76
Iran (Islamic Republic of),32555,601,19736,1801,3452,158
Belgium,14276,1521,2872,0,1283,140
Canada,11208,491,2577,985,233,46
Netherlands,12022,740,2954,0,1651,164
Brazil,8697,1086,0,0,359,60
Switzerland,13691,250,5657,0,637,33
Portugal,10183,565,75,53,266,20
Austria,9088,-388,2507,758,186,28
Israel,7360,307,458,120,43,6
Sweden,6053,299,17,0,373,66
Russian Federation,4355,521,333,52,43,9
Norway,5489,181,0,0,62,14
Australia,5399,92,119,0,30,2
Ireland,4467,314,0,0,137,17
Czechia,4225,245,78,11,59,15
India,2784,462,213,50,75,13
Poland,3432,133,116,103,79,8
Chile,3380,0,335,0,22,0
Japan,3009,361,404,0,84,7
Denmark,3022,298,894,0,161,22
Ecuador,3017,0,0,0,146,0
Romania,3143,274,329,109,141,47
Pakistan,2544,228,130,23,40,5
Philippines,2893,63,57,5,144,8
Republic of Korea,3654,0,6325,0,177,0
Luxembourg,2524,117,174,0,31,0
Mexico,1627,0,1,0,60,0
Malaysia,2511,58,915,88,57,4
Indonesia,1837,96,64,0,191,10
Serbia,1568,123,0,0,40,9
Finland,1847,262,10,0,25,5
China,2382,-174,77210,226,3338,3
United Arab Emirates,1370,210,125,29,10,2
Saudi Arabia,1686,150,328,0,25,4
Panama,1751,470,4,0,46,14
Qatar,1211,213,109,37,5,0
Dominican Republic,1420,100,0,0,68,8
Greece,1586,51,19,0,68,9
Colombia,929,-282,85,54,32,7
South Africa,1531,76,45,0,9,4
Peru,759,-63,914,377,73,18
Thailand,1435,57,612,31,20,1
Argentina,1071,0,240,0,42,0
Ukraine,1168,138,25,6,32,9
Algeria,1059,55,62,0,130,25
Iceland,1017,-7,396,60,4,0
Singapore,917,74,266,0,6,1
Egypt,758,32,241,40,71,13
Croatia,995,11,119,31,12,5
Estonia,957,56,48,0,13,1
Republic of Moldova,718,157,22,0,12,4
Morocco,794,108,66,9,59,11
Slovenia,955,37,0,0,22,6
Lithuania,760,74,1,0,10,1
Belarus,348,47,41,-5,5,1
Armenia,720,34,43,0,7,0
Hungary,588,25,58,15,32,6
New Zealand,899,0,50,0,1,0
Iraq,563,-1,259,57,56,2
Azerbaijan,406,0,32,0,5,0
Kazakhstan,429,21,28,4,3,0
Kuwait,385,50,93,11,1,1
Bosnia and Herzegovina,573,31,30,13,21,5
Cameroon,529,45,17,0,9,1
Tunisia,477,0,0,0,18,0
Slovakia,462,21,8,0,1,0
