Country Name,Confirmed Count,Confirmed Increment,Recovered Count,Recovered Increment,Deceased Count,Deceased Increment
United States of America,386206,24676,22539,690,14390,1546
Italy,95262,888,26491,2099,17669,542
Germany,55282,-33855,46085,37604,1861,254
Spain,84114,610,48021,4813,14555,757
The United Kingdom,53501,4553,135,0,7097,938
France,50466,1964,21254,1917,10328,0
Turkey,35568,3766,1846,264,812,87
Iran (Islamic Republic of),33471,1793,29812,2773,4003,131
Belgium,18291,1004,2872,0,2240,205
Canada,16074,1328,2770,0,435,54
Netherlands,15347,822,2954,0,2248,147
Brazil,15127,2077,0,0,800,133
Switzerland,12938,210,8704,0,846,25
Portugal,12621,664,140,0,380,35
Austria,10102,532,2507,0,243,23
Israel,8563,150,770,0,71,6
Sweden,7715,630,17,0,687,96
Russian Federation,8029,1084,580,86,63,5
Norway,5912,98,0,0,101,12
Australia,5883,203,119,0,50,5
Ireland,5839,340,0,0,235,25
Czechia,4889,327,233,61,99,11
India,4714,402,411,58,149,25
Poland,4824,296,222,31,159,30
Chile,4383,-92,1115,517,48,5
Japan,4451,494,404,0,98,0
Denmark,4290,316,894,0,218,15
Ecuador,4068,512,140,140,242,51
Romania,4024,498,528,154,209,52
Pakistan,3547,27,467,38,58,3
Philippines,3592,89,96,12,182,5
Republic of Korea,3246,-199,6973,279,204,12
Luxembourg,2747,59,241,0,46,5
Mexico,3006,363,1,0,174,33
Malaysia,2567,-12,1487,166,65,2
Indonesia,2652,199,64,0,240,19
Serbia,2600,296,0,0,66,5
Finland,2437,173,10,0,40,6
United Arab Emirates,2408,247,239,53,12,0
Saudi Arabia,2260,121,631,16,41,0
Panama,2041,0,4,0,55,0
Qatar,2026,106,178,47,6,0
Dominican Republic,1858,116,0,0,98,12
Greece,1782,50,19,0,83,2
Colombia,1915,270,85,0,54,4
South Africa,1782,153,45,0,18,6
Peru,2980,1364,1231,0,121,14
Thailand,1451,43,888,64,30,4
Argentina,1372,-43,358,118,65,5
Ukraine,1581,192,35,7,52,7
Algeria,1130,-7,237,124,205,32
Iceland,1120,0,460,0,6,0
Singapore,1210,112,406,29,7,1
Egypt,1152,72,305,29,103,9
Croatia,1194,118,130,0,19,3
Estonia,1089,30,72,3,24,3
Republic of Moldova,1122,115,30,0,22,3
Morocco,1085,84,97,4,93,3
Slovenia,1051,60,0,0,40,10
Lithuania,896,31,1,0,15,1
Belarus,976,182,77,23,13,0
Armenia,758,0,114,27,9,1
Hungary,743,44,94,23,58,11
New Zealand,686,-15,282,41,1,0
Iraq,681,-3,452,79,69,4
Azerbaijan,751,86,63,19,8,0
Kazakhstan,652,34,51,5,6,0
Kuwait,742,105,112,7,1,0
Bosnia and Herzegovina,691,72,79,32,34,5
Cameroon,658,44,62,0,10,1
Tunisia,604,4,0,0,24,1
Slovakia,667,96,13,5,2,0
Bulgaria,567,15,3,0,23,1
Latvia,575,29,0,0,2,0
North Macedonia,552,33,35,5,30,9
Uzbekstan,501,61,30,0,3,1
Puerto Rico,550,58,0,0,23,2
Andorra,489,5,52,13,23,1
Cyprus,512,31,0,0,14,0
Lebanon,494,25,62,2,19,0
Costa Rica,465,13,0,0,2,0
Afghanistan,430,18,0,0,14,3
Bahrain,349,0,467,9,5,1
Réunion,358,9,0,0,0,0
Cuba,385,44,0,0,11,2
Cote d Ivoire,333,28,48,7,3,0
Oman,345,43,72,5,2,0
Uruguay,257,-29,192,69,7,1
Malta,299,6,0,0,0,0
Ghana,258,-21,49,46,6,1
Honduras,283,7,0,0,22,0
Mauritius,247,-6,19,11,7,0
San Marino,243,0,2,0,34,2
Burkina Faso,257,19,134,7,23,4
occupied Palestinian territory,241,9,21,0,1,0
