Country Name,Confirmed Count,Confirmed Increment,Recovered Count,Recovered Increment,Deceased Count,Deceased Increment
United States of America,361530,27042,21849,4267,12844,2155
Italy,94374,1187,24392,1555,17127,604
Germany,89137,3661,8481,0,1607,173
Spain,83504,-393,43208,5128,13798,743
The United Kingdom,48948,2848,135,0,6159,786
France,48502,-1627,19337,3154,10328,2250
Turkey,31802,3560,1582,256,725,76
Iran (Islamic Republic of),31678,-847,27039,2803,3872,133
Belgium,17287,977,2872,0,2035,403
Canada,14746,1378,2770,0,381,61
Netherlands,14525,543,2954,0,2101,234
Brazil,13050,1547,0,0,667,114
Switzerland,12728,-430,8704,1406,821,87
Portugal,11957,678,140,0,345,34
Austria,9570,298,2507,0,220,16
Israel,8413,236,770,100,65,8
Sweden,7085,373,17,0,591,114
Russian Federation,6945,1055,494,88,58,11
Norway,5814,128,0,0,89,13
Australia,5680,49,119,0,45,0
Ireland,5499,309,0,0,210,36
Czechia,4562,26,172,51,88,10
India,4312,461,353,34,124,13
Poland,4528,384,191,29,129,22
Chile,4475,636,598,0,43,9
Japan,3957,375,404,0,98,1
Denmark,3974,374,894,0,203,16
Ecuador,3556,-11,0,0,191,11
Romania,3526,0,374,0,157,0
Pakistan,3520,171,429,172,55,3
Philippines,3503,79,84,11,177,14
Republic of Korea,3445,-55,6694,96,192,6
Luxembourg,2688,161,241,0,41,5
Mexico,2643,330,1,0,141,16
Malaysia,2579,89,1321,80,63,1
Indonesia,2453,235,64,0,221,12
Serbia,2304,162,0,0,61,3
Finland,2264,126,10,0,34,6
China,2229,-52,77586,136,3342,2
United Arab Emirates,2161,263,186,19,12,1
Saudi Arabia,2139,123,615,64,41,3
Panama,2041,290,4,0,55,9
Qatar,1920,223,131,0,6,2
Dominican Republic,1742,322,0,0,86,18
Greece,1732,75,19,0,81,2
Colombia,1645,197,85,0,50,4
South Africa,1629,-1,45,0,12,1
Peru,1616,332,1231,317,107,24
Thailand,1408,7,824,31,26,0
Argentina,1415,147,240,0,60,14
Ukraine,1389,136,28,0,45,7
Algeria,1137,78,113,51,173,43
Iceland,1120,24,460,0,6,0
Singapore,1098,73,377,33,6,0
Egypt,1080,102,276,17,94,9
Croatia,1076,-1,130,0,16,1
Estonia,1059,14,69,21,21,6
Republic of Moldova,1007,89,30,0,19,2
Morocco,1001,42,93,12,90,10
