Country Name,Confirmed Count,Confirmed Increment,Recovered Count,Recovered Increment,Deceased Count,Deceased Increment
United States of America,81626,17151,680,319,1201,259
Italy,62013,4492,10361,999,8165,662
Germany,37271,5005,5678,2388,262,75
Spain,45084,6275,7015,1648,4089,655
The United Kingdom,11059,2130,135,0,578,113
France,22511,2509,4948,1048,1696,365
Turkey,3528,1154,26,26,75,16
Iran (Islamic Republic of),16715,1400,10457,832,2234,157
Belgium,5665,1220,350,0,220,42
Canada,3802,612,202,19,39,3
Netherlands,6997,941,0,0,434,78
Brazil,2838,462,0,0,77,20
Switzerland,11647,1988,3,0,161,58
Portugal,3462,522,22,0,60,27
Austria,6340,819,9,0,49,19
Israel,2615,309,70,12,8,3
Sweden,2723,272,17,0,66,24
Russian Federation,800,172,38,9,2,1
Norway,3301,274,0,0,14,0
Australia,2946,664,27,0,12,4
Ireland,1800,245,0,0,19,10
Czechia,1905,271,10,0,10,0
India,634,80,44,2,16,6
Poland,1192,314,13,0,16,6
Chile,1286,383,17,0,3,1
Japan,992,44,359,74,47,3
Denmark,1835,146,1,0,41,7
Ecuador,1348,326,0,0,34,7
Romania,859,0,31,0,17,0
Pakistan,1149,146,21,15,9,2
Philippines,634,62,28,2,45,7
Republic of Korea,4665,-301,4528,384,139,8
Luxembourg,1444,119,0,0,9,1
Mexico,576,108,1,0,8,2
Malaysia,1793,215,215,16,23,4
Indonesia,806,83,9,0,78,20
Serbia,451,71,0,0,6,2
Finland,867,0,10,0,3,0
China,4043,-428,74737,541,3298,5
United Arab Emirates,279,0,52,0,2,0
Saudi Arabia,980,111,29,0,3,1
Panama,666,114,0,0,8,2
Qatar,506,10,43,2,0,0
Dominican Republic,382,76,0,0,10,4
Greece,847,67,19,0,26,4
Colombia,460,-1,6,0,4,1
South Africa,927,218,0,0,0,0
Peru,570,96,1,0,9,4
Thailand,971,111,70,0,4,0
Argentina,576,83,1,0,12,4
Ukraine,150,11,1,0,5,0
Algeria,330,61,12,0,25,4
Iceland,800,63,0,0,2,0
Singapore,529,52,152,0,2,0
Egypt,369,29,102,7,24,3
Croatia,436,0,5,0,1,0
Estonia,533,134,4,0,1,0
Republic of Moldova,175,28,1,0,1,0
Morocco,258,46,7,0,10,4
Slovenia,523,2,0,0,5,0
Lithuania,285,34,1,0,4,1
Belarus,64,0,22,0,0,0
Armenia,272,23,18,2,0,0
Hungary,223,28,28,7,10,0
New Zealand,278,73,0,0,0,0
Iraq,239,11,107,18,36,7
Azerbaijan,104,23,15,5,3,1
Kazakhstan,108,30,2,0,1,1
Kuwait,159,7,49,6,0,0
Bosnia and Herzegovina,171,0,2,0,3,0
Cameroon,71,3,3,0,1,0
Tunisia,192,24,0,0,5,0
Slovakia,219,10,7,0,0,0
Bulgaria,258,22,3,0,3,0
Latvia,244,23,0,0,0,0
North Macedonia,174,29,1,0,2,0
Uzbekstan,65,10,0,0,0,0
Puerto Rico,49,12,0,0,2,0
Andorra,216,30,1,0,3,2
Cyprus,129,0,0,0,3,0
Lebanon,342,21,20,12,6,2
Costa Rica,229,30,0,0,2,0
Afghanistan,92,10,0,0,2,0
Bahrain,249,24,204,14,4,0
Réunion,94,11,0,0,0,0
Cuba,56,9,0,0,1,0
Cote d Ivoire,93,23,3,0,0,0
Oman,86,4,23,6,0,0
Uruguay,211,22,6,6,0,0
Malta,129,9,0,0,0,0
Ghana,129,64,0,0,3,0
Honduras,67,15,0,0,1,1
Mauritius,79,33,0,0,2,0
San Marino,185,21,2,0,21,0
Burkina Faso,135,30,10,5,7,3
occupied Palestinian territory,47,0,16,0,1,0
Montenegro,52,-1,0,0,1,1
Albania,159,28,10,0,5,0
Niger,7,0,0,0,1,1
Jordan,211,40,1,0,0,0
Nigeria,62,19,2,0,1,0
Kyrgyzstan,44,2,0,0,0,0
Faroe Islands,132,10,0,0,0,0
Bolivia (Plurinational State of),39,11,0,0,0,0
Mayotte,35,5,0,0,0,0
Kenya,29,2,1,0,1,1
Venezuela,107,1,0,0,0,0
Vietnam,136,12,17,0,0,0
Georgia,67,4,10,0,0,0
Democratic Republic of the Congo,45,-1,2,2,4,2
Jersey,18,0,0,0,0,0
Guernsey,30,7,0,0,0,0
Martinique,65,8,0,0,1,1
Guinea,12,8,0,0,0,0
Sri Lanka,100,-1,6,5,0,0
Senegal,96,18,9,1,0,0
