Country Name,Confirmed Count,Confirmed Increment,Recovered Count,Recovered Increment,Deceased Count,Deceased Increment
United States of America,4491,1319,48,38,90,28
Italy,22728,2125,2749,414,2503,694
Germany,5864,1052,135,121,13,1
Spain,7854,960,1028,457,309,21
The United Kingdom,1474,132,18,0,55,20
France,6389,1172,36,0,148,21
Turkey,47,42,0,0,0,0
Iran (Islamic Republic of),9792,650,5389,393,988,135
Belgium,1079,0,1,0,5,0
Canada,419,120,4,0,1,0
Netherlands,1389,274,0,0,24,4
Brazil,234,34,0,0,0,0
Switzerland,2183,-1,3,0,14,1
Portugal,328,83,3,3,0,0
Austria,1123,171,6,0,3,2
Israel,245,47,5,3,0,0
Sweden,1056,67,0,0,3,0
Russian Federation,90,30,3,0,0,0
Norway,1166,90,0,0,3,2
Australia,343,77,27,0,5,0
Ireland,221,54,0,0,2,0
Czechia,380,82,3,3,0,0
India,131,22,3,0,3,1
Poland,134,0,13,0,3,0
Chile,156,81,0,0,0,0
Japan,644,11,157,0,28,4
Denmark,955,59,1,0,4,3
Ecuador,56,21,0,0,2,0
Romania,155,0,3,0,0,0
Pakistan,186,135,1,0,0,0
Philippines,174,47,1,0,12,0
Republic of Korea,6838,-186,1401,264,81,6
Luxembourg,80,43,0,0,1,0
Mexico,52,0,1,0,0,0
Malaysia,504,-7,49,7,0,0
Indonesia,165,54,2,0,5,1
Serbia,70,29,0,0,0,0
Finland,271,5,1,0,0,0
China,8184,-902,69725,926,3242,11
United Arab Emirates,75,0,23,0,0,0
Saudi Arabia,127,25,6,5,0,0
Panama,68,26,0,0,1,0
Qatar,439,38,0,0,0,0
Dominican Republic,20,15,0,0,1,1
Greece,327,0,0,0,4,0
Colombia,45,21,0,0,0,0
South Africa,62,11,0,0,0,0
Peru,86,15,0,0,0,0
Thailand,105,27,41,6,1,0
Argentina,62,9,1,0,2,0
Ukraine,6,4,0,0,1,0
Algeria,46,10,10,0,4,1
Iceland,199,61,0,0,0,0
Singapore,138,0,105,0,0,0
Egypt,136,38,26,0,4,2
Croatia,56,7,0,0,0,0
Estonia,205,0,0,0,0,0
Republic of Moldova,29,6,0,0,0,0
Morocco,35,8,1,1,2,1
Slovenia,253,34,0,0,0,0
Lithuania,17,3,0,0,0,0
Belarus,33,0,3,0,0,0
Armenia,52,26,0,0,0,0
Hungary,48,11,1,0,1,0
New Zealand,11,5,0,0,0,0
Iraq,74,-17,41,17,9,0
Azerbaijan,13,0,6,0,0,0
